Sentence #,Word,Tag
,الأمانة,c
Sentence: 341,و,c
,المقدمات,c
,السياسية,c
,الاقتصادية,i
,الاجتماعية,i
,الثقافية,i
Sentence: 344,الإثني,c
,الديني,i
,المذهبي,i
,اللغوي,i
Sentence: 345,مثل,c
,السكر,c
,و,c
,الضغط,c
,و,c
,السرطان,c
Sentence: 346,في,c
,الشرب,c
,و,c
,في,c
,الأكل,c
,و,c
,في,c
,نفع,c
,الناس,c
,و,c
,في,c
,التلطف,c
,و,c
,في,c
,الأمانة,c
Sentence: 347,و,c
,المقدمات,c
,السياسية,c
,و,c
,الاقتصادية,c
,و,c
,الاجتماعية,c
,و,c
,الثقافية,c
Sentence: 348,الإثني,c
,و,c
,الديني,c
,و,c
,المذهبي,c
,و,c
,اللغوي,c
Sentence: 349,أعداء,c
,هذا,c
,الوطن,c
,و,i
,الذين,c
Sentence: 350,دماء,c
,النفس,c
,المعصومة,c
,و,i
,التي,c
Sentence: 351,من,c
,القرارات,c
,المصيرية,c
,و,i
,التي,c
,عمل,c
Sentence: 352,أما,c
,وزير,c
,الصحة,c
,و,i
,الذي,c
,عمل,c
Sentence: 353,بالقنصل,c
,العام,c
,لجمهورية,c
,مصر,c
,و,i
,الذي,c
Sentence: 354,فيما,c
,يشكل,c
,التمويل,c
,الخاص,c
,و,i
,الذي,c
,يمثل,c
Sentence: 355,سبق,c
,و,i
,حصدتها,c
Sentence: 356,إن,c
,المملكة,c
,العربية,c
,السعودية,c
,و,i
,منذ,c
,إنشائها,c
,تقوم,c
Sentence: 357,أن,c
,المملكة,c
,العربية,c
,السعودية,c
,و,i
,بشهادة,c
,الجميع,c
,نجحت,c
Sentence: 358,أنه,c
,سبق,c
,و,i
,طالب,c
Sentence: 359,قد,c
,سبق,c
,و,i
,أمر,c
Sentence: 360,لابد,c
,و,i
,أن,c
Sentence: 361,سبق,c
,و,i
,أن,c
,تحدث,c
Sentence: 362,كما,c
,و,i
,لا,c
,زلنا,c
,ننتظر,c
Sentence: 363,كما,c
,و,i
,اعتقلت,c
,سلطات,c
,الاحتلال,c
Sentence: 364,بل,c
,و,i
,يطمح,c
Sentence: 365,بل,c
,و,i
,يطمحون,c
Sentence: 366,من,c
,الأبرياء,c
,و,c
,مصابين,i
Sentence: 367,و,c
,يساعد,c
,و,i
,زوجته,c
,أم,c
,كلثوم,c
Sentence: 368,و,c
,يساعد,c
,هو,c
,و,c
,زوجته,c
,أم,c
,كلثوم,c
Sentence: 369,متمنيا,c
,له,c
,و,c
,مرافقيه,i
Sentence: 370,من,c
,لا,c
,يخاف,c
,الله,c
,و,c
,لا,c
,يتقه,i
Sentence: 371,نقل,c
,المعتمرين,c
,و,c
,المصلين,c
,من,c
,و,i
,إلى,i
,المسجد,c
,الحرام,c
Sentence: 372,نقل,c
,المعتمرين,c
,و,c
,المصلين,c
,من,c
,المسجد,c
,الحرام,c
,و,c
,إليه,c
Sentence: 373,أو,c
,يلغي,c
,أحدهم,i
,الآخر,c
Sentence: 374,و,c
,نراقب,c
,البرامج,c
,و,c
,نتابعهم,i
Sentence: 375,بأن,c
,الحليب,c
,ليست,i
,غذاء,c
,فقط,c
Sentence: 376,و,c
,هي,c
,نموذج,c
,يحتذى,c
,بها,i
Sentence: 377,في,c
,كل,c
,عام,c
,تهل,c
,علينا,c
,فيها,i
Sentence: 378,الهوية,c
,الوطنية,c
,لأي,c
,شعب,c
,ليس,i
,معطى,c
Sentence: 379,زيادة,c
,الانخفاض,c
,يسبب,i
,ضعف,c
Sentence: 380,و,c
,أشار,c
,المصدر,c
,إلى,c
,أن,c
,جثث,c
,القناصين,c
,وصلت,c
,الطب,c
,العدلي,c
,الشرعي,c
,بالموصل,c
,و,c
,تم,i
,التحفظ,i
,عليهم,i
Sentence: 381,و,c
,أشار,c
,المصدر,c
,إلى,c
,أن,c
,جثث,c
,القناصين,c
,وصلت,c
,الطب,c
,العدلي,c
,الشرعي,c
,بالموصل,c
,و,c
,تحفظ,c
,عليها,c
Sentence: 382,حكومة,c
,بشار,c
,مشتبه,c
,فيه,i
Sentence: 383,و,c
,الأمثلة,c
,على,c
,الجمود,c
,الفقهي,c
,أكثر,c
,من,c
,أن,c
,يحيط,c
,به,i
Sentence: 384,بيوت,c
,الناس,c
,و,c
,الاطلاع,c
,على,c
,ما,c
,فيه,i
Sentence: 385,مشاريع,c
,الدعوة,c
,من,c
,حيث,c
,حاجته,i
Sentence: 386,إن,c
,هذا,c
,العمل,c
,الإجرامي,c
,الذين,i
,قاموا,c
,به,c
Sentence: 387,ممثلو,c
,الجهات,c
,الراعية,c
,للمهرجان,c
,و,i
,الذي,i
,كان,c
,لجهودها,c
Sentence: 388,قصة,c
,جهاز,c
,الفاستم,c
,الذي,i
,كشفها,c
Sentence: 389,و,c
,سيرسم,c
,لنا,c
,الطريقة,c
,الأمثل,i
Sentence: 390,بئر,c
,عميق,i
Sentence: 391,من,c
,أصحاب,c
,الخبرات,c
,الكبير,i
Sentence: 392,من,c
,أحدهم,i
,دول,c
,الخليج,c
Sentence: 393,مؤكدا,c
,أن,c
,من,c
,أسباب,c
,العزوف,c
,عن,c
,الدورات,c
,التدريبية,c
,هو,i
,قلة,c
,الكفاءة,c
Sentence: 394,من,c
,بين,c
,المخاوف,c
,التي,c
,أصابت,c
,و,c
,تصيب,c
,صناعة,c
,التلفزيون,c
,هو,i
,انتشار,c
Sentence: 395,يعد,c
,اجتماع,c
,جيبوتي,c
,هو,i
,اجتماع,c
Sentence: 396,سواء,c
,أكان,i
,الخطيب,i
,قاضيا,i
,أو,i
,مربيا,c
Sentence: 397,سواء,c
,أقاضيا,c
,كان,c
,الخطيب,c
,أم,c
,مربيا,c
Sentence: 398,المرفق,c
,الهام,i
Sentence: 399,بأعضاء,c
,متوافاهم,i
Sentence: 400,المتوفي,i
Sentence: 401,وجود,c
,شابين,c
,متوفين,i
Sentence: 402,تم,i
,توقيعها,i
,بعد,c
,ثلاثة,c
,أشهر,c
Sentence: 403,وقعت,c
,بعد,c
,ثلاثة,c
,شهور,i
Sentence: 404,يضعون,c
,الأغلال,c
,و,c
,الأصرار,i
Sentence: 405,بوجود,c
,محاميي,i
,الدفاع,c
Sentence: 406,الفكر,c
,الخوارجي,i
Sentence: 407,التيار,c
,الخوارجي,i
Sentence: 408,هذه,c
,عناصرية,i
Sentence: 409,المناطقية,i
Sentence: 410,مشاكل,c
,بديهية,i
Sentence: 411,الطبيعي,i
Sentence: 412,أحزاب,c
,رئيسية,i
Sentence: 413,و,c
,سيكون,c
,هناك,c
,تظافر,i
,للجهود,c
Sentence: 414,يضمأ,i
Sentence: 415,أقصاط,i
Sentence: 416,التنمية,c
,الطموحة,i
Sentence: 417,لاستلام,i
,تلك,c
,الجوازات,c
Sentence: 418,لعدم,c
,استلامه,i
Sentence: 419,و,c
,استلام,i
,المال,c
Sentence: 420,لاستلام,i
,شهادات,c
Sentence: 421,قل,c
,لو,c
,كان,c
,البحر,c
,مدادا,c
,لكلمات,c
,ربي,c
,لنفذ,i
,البحر,c
Sentence: 422,إن,c
,هذا,c
,لرزقنا,c
,ما,c
,له,c
,من,c
,نفاذ,i
Sentence: 423,نفد,i
,السهم,c
,الرمية,c
Sentence: 424,نفد,i
,المثقب,c
,الخشبة,c
Sentence: 425,نفد,i
,فلان,c
,في,c
,الأمر,c
Sentence: 426,يا,c
,معشر,c
,الجن,c
,لو,c
,استطعتم,c
,أن,c
,تنفدوا,i
,من,c
,أقطار,c
,السماوات,c
,و,c
,الأرض,c
Sentence: 427,يتواجد,i
,فيه,c
,أعداد,c
,كثيرة,c
Sentence: 428,فلم,c
,يتسنى,i
Sentence: 429,و,c
,الذي,c
,يعتبر,i
,الأقل,c
Sentence: 430,يعتبر,i
,هذا,c
,واحدا,c
,من,c
,الأحكام,c
Sentence: 431,بعين,i
,الاعتبار,i
Sentence: 432,باعتبارهن,i
Sentence: 433,يعتبر,i
,عنصرا,c
Sentence: 434,ما,i
,اعتبرته,c
Sentence: 435,يعتبر,i
,رأيا,c
Sentence: 436,في,c
,الحسبان,c
Sentence: 437,أمعن,i
,النظر,c
,في,c
,المسألة,c
Sentence: 438,صدفة,i
Sentence: 439,منهم,c
,اتجاه,i
Sentence: 440,رفع,c
,المواطن,c
,دعوة,i
,على,c
,الجهة,c
,التي,c
,كان,c
,يعمل,c
,فيها,c
Sentence: 441,عشرون,c
,نفرا,i
Sentence: 442,خمسون,c
,نفرا,i
Sentence: 443,إن,c
,هذا,c
,البيان,c
,لم,c
,يَزد,i
,اتحاد,c
,القدم,c
Sentence: 444,الزيادة,c
,المضطردة,i
Sentence: 445,من,c
,الملفت,i
,للنظر,c
Sentence: 446,مناطة,i
Sentence: 447,أمر,c
,مستعيب,i
Sentence: 448,جرير,c
,بن,c
,عطية,c
,الخطفي,i
Sentence: 449,بلغ,c
,الأمر,c
,الحَلقوم,i
Sentence: 450,أخذ,c
,الأبناء,c
,حُصتهم,i
,من,c
,الميراث,c
Sentence: 451,اضطرد,i
,الأمر,c
Sentence: 452,كاتب,c
,في,c
,عقله,c
,لَوثة,i
Sentence: 453,أخرج,c
,الرجل,c
,ما,c
,في,c
,جُعبته,i
Sentence: 454,كما,c
,تم,i
,مناقشة,i
,المراحل,c
Sentence: 455,كما,c
,نوقشت,c
,المراحل,c
Sentence: 456,تعتبر,c
,كتطبيق,i
Sentence: 457,تسجيلهم,c
,كمشتركين,i
Sentence: 458,عن,c
,رغبتها,c
,في,c
,استئجار,c
,موقع,c
,كمقر,i
Sentence: 459,و,c
,الذي,c
,يعمل,c
,كمسؤول,i
Sentence: 460,و,c
,ذلك,c
,كمكافأة,i
Sentence: 461,لتكون,c
,كمتنفس,i
,بديل,i
Sentence: 462,عين,c
,في,c
,منصبه,c
,كرئيس,i
Sentence: 463,و,c
,لكننا,c
,كمسلمين,i
Sentence: 464,و,c
,لكننا,c
,نحن,c
,المسلمين,c
Sentence: 465,و,c
,لكافة,i
,أسر,c
,المتوفين,c
Sentence: 466,إلى,c
,كافة,i
,الدوائر,c
,الشرعية,c
Sentence: 467,و,c
,لأسر,c
,المتوفين,c
,كافة,c
Sentence: 468,إلى,c
,الدوائر,c
,الشرعية,c
,كافة,c
Sentence: 469,برغم,i
,همومنا,c
Sentence: 470,لكن,c
,من,i
,أعمقها,c
,في,c
,القلب,c
,أثرا,c
,كانت,c
,مسابقتي,c
,الملك,c
,الحازم,c
Sentence: 471,لكن,c
,أعمقها,c
,في,c
,القلب,c
,أثرا,c
,كانت,c
,لمسابقتي,i
,الملك,c
,الحازم,c
Sentence: 472,عبر,c
,مر,i
,التاريخ,c
Sentence: 473,على,c
,مر,c
,التاريخ,c
Sentence: 474,وضع,c
,الباعة,c
,الغير,i
,سعوديين,c
Sentence: 475,اتخذ,c
,منها,c
,البعض,i
Sentence: 476,بعضهما,c
,البعض,i
Sentence: 477,بعضنا,c
,البعض,i
Sentence: 478,فإن,c
,من,c
,أهم,c
,مسؤوليات,c
,اتحاد,c
,الكرة,c
,تكمن,i
,في,i
,اختيار,c
,الحكم,c
Sentence: 479,لم,c
,توضح,c
,إذا,i
,كان,c
,القتيل,c
,قد,c
,تبادل,c
,النار,c
Sentence: 480,لم,c
,توضح,c
,ما,c
,إذا,c
,كان,c
,القتيل,c
,قد,c
,تبادل,c
,النار,c
Sentence: 481,لافتا,c
,إلى,c
,الشركة,i
,نجحت,c
Sentence: 482,لافتا,c
,إلى,c
,أن,c
,الشركة,c
,نجحت,c
Sentence: 483,سوف,i
,لن,c
,تعدم,c
Sentence: 484,سوف,i
,لن,c
,تذهب,c
Sentence: 485,ما,c
,سمعته,c
,أبدا,i
,يتكلم,i
Sentence: 486,ما,c
,سمعته,c
,قط,c
Sentence: 487,و,c
,دعى,i
,سموه,c
Sentence: 488,لقد,c
,تفاجئنا,i
Sentence: 489,و,c
,اختفاءها,i
Sentence: 490,عن,c
,خالص,c
,عزاءه,i
Sentence: 491,تساءل,i
Sentence: 492,المواطن,c
,العربي,c
,المتفاءل,i
Sentence: 493,المأمن,i
Sentence: 494,بناءا,i
Sentence: 495,ابتداءا,i
Sentence: 496,مساءا,i
Sentence: 497,لتضفي,c
,ثرائا,i
Sentence: 498,و,c
,لو,c
,لم,c
,يكن,c
,الفرد,c
,مهيئا,i
Sentence: 499,فإاذا,i
Sentence: 500,هو,c
,دعم,c
,قوة,c
,إيران,c
,و,c
,أضعاف,i
,قوة,c
,العرب,c
Sentence: 501,التي,c
,ألبست,c
,حلت,i
,جديدة,c
Sentence: 502,ضمن,c
,خطت,i
,الهيئة,c
Sentence: 503,يجب,c
,تشجيعه,c
,على,c
,ذلك,c
,و,c
,إتاحت,i
,الفرصة,c
,له,c
Sentence: 504,الهدف,c
,هو,c
,زلزلت,i
,النظام,c
Sentence: 505,سعود,c
,ابن,i
,محمد,c
,العامري,c
Sentence: 506,الملك,c
,عبدالله,c
,ابن,i
,عبدالعزيز,c
Sentence: 507,الأمير,c
,سلطان,c
,ابن,i
,عبدالعزيز,c
Sentence: 508,محمد,c
,ابن,i
,عبدالوهاب,c
Sentence: 509,التقى,c
,صاحب,c
,السمو,c
,الملكي,c
,الأمير,c
,سلطان,c
,بن,i
,سلمان,c
Sentence: 510,بن,i
,همام,c
Sentence: 511,هذا,c
,العالم,c
,يبدوا,i
,مخيفا,c
Sentence: 512,من,c
,ترهل,c
,و,c
,تدني,i
Sentence: 513,و,c
,إن,c
,نفذته,c
,أيدي,i
,سعودية,c
Sentence: 514,استئجار,c
,مباني,i
Sentence: 515,و,c
,يرى,c
,عبدالعزيز,c
,الشبرمي,c
,محامي,i
Sentence: 516,دعم,c
,متساوي,i
Sentence: 517,لا,c
,يمكن,c
,التفريق,c
,بينهما,c
,أن,i
,في,c
,الطول,c
,و,c
,طريقة,c
Sentence: 518,و,c
,أن,i
,لم,c
,تكن,c
Sentence: 519,و,c
,أن,i
,غلف,c
,بلباس,c
,الشفقة,c
Sentence: 520,من,c
,أومرك,i
,قال,c
,من,c
,نهاني,c
Sentence: 521,في,c
,أخطأ,i
Sentence: 522,عادات,c
,سيئة,c
,أثناء,c
,الإختبارات,i
Sentence: 523,فقال,c
,أقترح,i
,كل,c
,ما,c
,تشتهي,c
Sentence: 524,أترك,i
,مساحة,c
,للنفس,c
Sentence: 525,إتسمت,i
,بالعفوية,c
Sentence: 526,أن,c
,هذا,c
,الأعتداء,i
Sentence: 527,إتحاد,i
,العقارات,c
Sentence: 528,إمتداد,i
Sentence: 529,للإستفسار,i
Sentence: 530,للإستثمار,i
Sentence: 531,أهتم,i
,بشؤون,c
,مرؤوسيك,c
Sentence: 532,إهتمام,i
Sentence: 533,إستقبال,i
Sentence: 534,و,c
,الإنتساب,i
Sentence: 535,أسم,i
Sentence: 536,يخلد,c
,أسمه,i
Sentence: 537,إثنان,i
Sentence: 538,إثنتان,i
Sentence: 539,دعوة,c
,لإجتماع,i
,الجمعية,c
,العامة,c
,العادية,c
,السادسة,c
,عشرة,c
Sentence: 540,إنعقاد,i
Sentence: 541,إستفسار,i
Sentence: 542,إتصال,i
Sentence: 543,إختيار,i
Sentence: 544,إعتمادا,i
,على,c
Sentence: 545,اندونيسيا,i
Sentence: 546,الانفاق,i
,الإعلاني,c
Sentence: 547,الإنفاق,c
,الإعلاني,i
Sentence: 548,ايضا,i
Sentence: 549,الاشراف,i
Sentence: 550,الاحياء,i
Sentence: 551,الاول,i
Sentence: 552,الاولوية,i
Sentence: 553,يريد,c
,ان,i
,يخرجكم,c
Sentence: 554,طرد,c
,اهلها,c
,إلى,c
Sentence: 553,الى,i
,مجلس,c
,الأمن,c
Sentence: 554,امكانية,i
,إحالة,c
Sentence: 555,الا,i
,أن,c
Sentence: 556,الابادة,i
,إلى,c
Sentence: 557,الاقصائية,i
Sentence: 558,مصاري,i
Sentence: 559,بس,i
,اسكت,c
Sentence: 550,رايح,i
,جاي,i
Sentence: 551,و,c
,بالفم,c
,المليان,i
Sentence: 552,روزنامه,i
Sentence: 553,كاريزما,i
Sentence: 554,فايف,i
,ستار,i
Sentence: 555,أوبريت,i
Sentence: 556,جاءني,c
,الزيدون,c
Sentence: 557,مررت,c
,بالزيدين,c
Sentence: 558,رأيت,c
,الزيدين,c
Sentence: 559,كان,c
,زيد,c
,قائما,c
Sentence: 560,ليس,c
,عمرو,c
,شاخصا,c
Sentence: 561,جائني,c
,زيد,c
,الفاضل,c
Sentence: 562,رأيت,c
,زيدا,c
,الفاضل,c
Sentence: 563,مررت,c
,بزيد,c
,الفاضل,c
Sentence: 564,جاءني,c
,رجل,c
,فاضل,c
Sentence: 565,ما,c
,أحسن,c
,زيدا,c
Sentence: 566,جاءني,c
,زيد,c
,راكبا,c
Sentence: 567,ما,c
,أجمل,c
,محمدا,c
Sentence: 568,إن,c
,القاضي,c
,لن,c
,يرمي,c
,و,c
,لن,c
,يغزو,c
Sentence: 569,فاز,c
,الشهيدان,c
Sentence: 570,فاز,c
,الشهداء,c
Sentence: 571,فازت,c
,الهندات,c
Sentence: 572,تواضعت,c
,سور,c
,المدينة,c
Sentence: 573,مشيت,c
,حتى,c
,أدركته,c
Sentence: 574,عشت,c
,حتى,c
,أدركت,c
,زمانه,c
Sentence: 575,ذكرت,c
,الشيء,c
,بعد,c
,النسيان,c
Sentence: 576,ذكرته,c
,بلساني,c
,و,c
,بقلبي,c
Sentence: 577,ألف,c
,عشرين,c
,كتابا,c
,عدا,i
,مئات,c
,المقالات,c
Sentence: 578,ألف,c
,عشرين,c
,كتابا,c
,بالإضافة,c
,إلى,c
,مئات,c
,المقالات,c
Sentence: 579,شاهد,c
,الاستعراض,c
,عشرون,c
,ألف,c
,متفرج,c
,عدا,i
,الذين,c
,شاهدوه,c
,من,c
,أسطح,c
,منازلهم,c
Sentence: 580,شاهد,c
,الاستعراض,c
,عشرون,c
,ألف,c
,متفرج,c
,بالإضافة,c
,إلى,c
,الذين,c
,شاهدوه,c
,من,c
,أسطح,c
,منازلهم,c
Sentence: 581,يتسم,c
,بقصر,c
,النظر,c
,عدا,i
,عن,i
,أنه,c
,مكلف,c
,جدا,c
Sentence: 582,يتسم,c
,بقصر,c
,النظر,c
,بالإضافة,c
,إلى,c
,أنه,c
,مكلف,c
,جدا,c
Sentence: 583,لم,c
,يخش,i
Sentence: 584,لم,c
,يرم,i
Sentence: 585,لم,c
,يدع,i
Sentence: 586,إنه,c
,لم,c
,و,i
,لن,i
,يغير,c
,قراره,c
Sentence: 587,إنه,c
,لم,c
,يغير,c
,قراره,c
,و,c
,لن,c
,يغير,c
,قراره,c
Sentence: 588,متى,c
,ما,c
,تذهب,c
,أذهب,c
Sentence: 589,أينما,c
,تجلس,c
,أجلس,c
Sentence: 590,علم,c
,أن,c
,الخبر,c
,قد,i
,شاع,c
Sentence: 591,علم,c
,بأن,i
,الخبر,c
,شاع,c
Sentence: 592,ذكر,c
,بأنه,i
,توصل,c
,بالاستدعاء,c
Sentence: 593,ادعى,c
,بأنه,i
,لم,c
,يتوصل,c
,به,c
Sentence: 594,شهد,c
,بأن,i
Sentence: 595,إني,c
,أفكر,c
,بعمل,i
Sentence: 596,إني,c
,أفكر,c
,في,c
,عمل,c
Sentence: 597,أقر,c
,بأنه,c
Sentence: 598,آمن,c
,بأنه,c
Sentence: 599,اعترف,c
,بأنه,c
Sentence: 600,عندي,c
,تسعة,c
,كتب,c
Sentence: 601,مضى,c
,أربعة,c
,أيام,c
Sentence: 602,عندي,c
,خمس,c
,طالبات,c
Sentence: 603,جاء,c
,ثلاث,c
,فتيات,c
Sentence: 604,مضى,c
,ست,c
,سنوات,c
Sentence: 605,قام,c
,أحد,c
,عشر,c
,رجلا,c
Sentence: 606,قام,c
,عشرون,c
,رجلا,c
Sentence: 607,قام,c
,أحد,c
,و,c
,عشرون,c
,رجلا,c
Sentence: 608,سبق,c
,لي,c
,أن,c
,تحدثت,c
Sentence: 609,أخذ,c
,كل,c
,واحد,c
,من,c
,الشركاء,c
,قسطه,c
Sentence: 610,هذا,c
,رجل,c
,صبور,c
Sentence: 611,هذه,c
,امرأة,c
,صبور,c
Sentence: 612,هذا,c
,رجل,c
,شكور,c
Sentence: 613,هذه,c
,امرأة,c
,شكور,c
Sentence: 614,قعدت,c
,تجاهك,c
Sentence: 615,شتاؤها,c
Sentence: 616,هواؤها,c
Sentence: 617,أصدقاؤه,c
Sentence: 618,غذاؤك,c
Sentence: 619,التفاؤل,c
Sentence: 620,الشيخ,c
,و,c
,الرئيس,c
,الذين,i
,كانا,c
,داعمين,c
